,BindingDB Ligand Name,Target Name,Target Source Organism,smiles,Tanimoto_Similarity
172,"3,4',5-trihydroxybibenzyl::5-(4-hydroxyphenethyl)benzene-1,3-diol::5-[2-(4-Hydroxy-phenyl)-ethyl]-benzene-1,3-diol::5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol::CHEMBL111234::alpha,beta-dihydro-3,40,5-trihydroxystilbene::dihydroresveratrol",Leukotriene A4 hydrolase,Homo sapiens,Oc1ccc(cc1)CCc1cc(O)cc(c1)O,1.0
173,"3,4',5-trihydroxybibenzyl::5-(4-hydroxyphenethyl)benzene-1,3-diol::5-[2-(4-Hydroxy-phenyl)-ethyl]-benzene-1,3-diol::5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol::CHEMBL111234::alpha,beta-dihydro-3,40,5-trihydroxystilbene::dihydroresveratrol",Leukotriene A4 hydrolase,Homo sapiens,Oc1ccc(cc1)CCc1cc(O)cc(c1)O,1.0
174,"3,4',5-trihydroxybibenzyl::5-(4-hydroxyphenethyl)benzene-1,3-diol::5-[2-(4-Hydroxy-phenyl)-ethyl]-benzene-1,3-diol::5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol::CHEMBL111234::alpha,beta-dihydro-3,40,5-trihydroxystilbene::dihydroresveratrol",Cytochrome P450 19A1,Homo sapiens,Oc1ccc(cc1)CCc1cc(O)cc(c1)O,1.0
175,CAS_10595::Lithocholyltaurine::NSC_10595,Muscarinic acetylcholine receptor M3,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C)O)C,1.0
176,CHEMBL185878::Taurochenodeoxycholate,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C)O)C,1.0
177,CHEMBL408701,Vitamin D3 receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C)O)C,1.0
178,CHEMBL509357::pentanoate::valerate,Carbonic anhydrase 2,Homo sapiens,CCCCC(=O)[O-],1.0
179,CHEMBL509357::pentanoate::valerate,Carbonic anhydrase 1,Homo sapiens,CCCCC(=O)[O-],1.0
180,"5,7-dihydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one::Acacetin::CHEMBL243664",Alpha-amylase,Homo sapiens,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
181,"5,7-dihydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one::Acacetin::CHEMBL243664",Mitogen-activated protein kinase 14,Homo sapiens,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
182,"5,7-dihydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one::Acacetin::CHEMBL243664",Mitogen-activated protein kinase 10,Homo sapiens,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
183,"3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4H-chromen-4-one::CHEMBL379064::Isorhamnetin::Isorhamnetin (17)",Alpha-amylase,Homo sapiens,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
184,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one::Diosmetin::Diosmetin (25)",Alpha-amylase,Homo sapiens,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
185,"3'-Methoxyapigenin::4',5,7-trihydroxy-3'-methoxyflavone::5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-benzopyrone::5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4H-1-benzopyran-4-one::5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4H-chromen-4-one::CHEMBL214321::Chryseriol::Chrysoeriol::Chrysoeriol (26)::Luteolin 3'-methyl ether::cid_5280666",glutathione S-transferase,Homo sapiens,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
186,3-OH butyrate::3-OH-butyrate::3-hydroxybutanoate::3-hydroxybutyrate::beta-hydroxy-n-butyrate::beta-hydroxybutanoate,Monocarboxylate transporter 2,Rattus norvegicus,[O-]C(=O)CC(O)C.[Na+],0.8333333333333334
187,3-OH butyrate::3-OH-butyrate::3-hydroxybutanoate::3-hydroxybutyrate::beta-hydroxy-n-butyrate::beta-hydroxybutanoate,Solute carrier family 22 member 6,Mus musculus,[O-]C(=O)CC(O)C.[Na+],0.8333333333333334
188,3-OH butyrate::3-OH-butyrate::3-hydroxybutanoate::3-hydroxybutyrate::beta-hydroxy-n-butyrate::beta-hydroxybutanoate,Solute carrier family 22 member 20,Mus musculus,[O-]C(=O)CC(O)C.[Na+],0.8333333333333334
189,(3S)-3-HYDROXYBUTANOIC ACID::(S)-3-hydroxybutanoate::3-hydroxy-butyrate::CHEMBL1162497,Solute carrier family 22 member 6,Mus musculus,C[C@@H](CC(=O)O)O,1.0
190,(3S)-3-HYDROXYBUTANOIC ACID::(S)-3-hydroxybutanoate::3-hydroxy-butyrate::CHEMBL1162497,Solute carrier family 22 member 6,Mus musculus,C[C@@H](CC(=O)O)O,1.0
191,CHEMBL1162484,Solute carrier family 22 member 20,Mus musculus,C[C@@H](CC(=O)O)O,1.0
192,"(+)-acifran::(-)-acifran::5-Methyl-4-oxo-5-phenyl-4,5-dihydro-furan-2-carboxylic acid::5-methyl-4-oxo-5-phenyl-4,5-dihydrofuran-2-carboxylic acid::CHEMBL278488::acifran",HM74 nicotinic acid GPCR,Homo sapiens,OC(=O)C1=CC(=O)C(O1)(C)c1ccccc1,1.0
193,"(+)-acifran::(-)-acifran::5-Methyl-4-oxo-5-phenyl-4,5-dihydro-furan-2-carboxylic acid::5-methyl-4-oxo-5-phenyl-4,5-dihydrofuran-2-carboxylic acid::CHEMBL278488::acifran",Hydroxycarboxylic acid receptor 2,Homo sapiens,OC(=O)C1=CC(=O)C(O1)(C)c1ccccc1,1.0
194,"(+)-acifran::(-)-acifran::5-Methyl-4-oxo-5-phenyl-4,5-dihydro-furan-2-carboxylic acid::5-methyl-4-oxo-5-phenyl-4,5-dihydrofuran-2-carboxylic acid::CHEMBL278488::acifran",Hydroxycarboxylic acid receptor 2,Homo sapiens,OC(=O)C1=CC(=O)C(O1)(C)c1ccccc1,1.0
195,3-OH butyrate::3-OH-butyrate::3-hydroxybutanoate::3-hydroxybutyrate::beta-hydroxy-n-butyrate::beta-hydroxybutanoate,Monocarboxylate transporter 2,Rattus norvegicus,[O-]C(=O)C[C@H](O)C,1.0
196,3-OH butyrate::3-OH-butyrate::3-hydroxybutanoate::3-hydroxybutyrate::beta-hydroxy-n-butyrate::beta-hydroxybutanoate,Solute carrier family 22 member 6,Mus musculus,[O-]C(=O)C[C@H](O)C,1.0
197,3-OH butyrate::3-OH-butyrate::3-hydroxybutanoate::3-hydroxybutyrate::beta-hydroxy-n-butyrate::beta-hydroxybutanoate,Solute carrier family 22 member 20,Mus musculus,[O-]C(=O)C[C@H](O)C,1.0
198,"CHEMBL573::Niacin::Nicotinic Acid::[5, 6-3H]-niacin::pyridine-3-carboxylic acid::wampocap",Hydroxycarboxylic acid receptor 2,Homo sapiens,OC(=O)c1cccnc1,1.0
199,"CHEMBL573::Niacin::Nicotinic Acid::[5, 6-3H]-niacin::pyridine-3-carboxylic acid::wampocap",Hydroxycarboxylic acid receptor 2,Homo sapiens,OC(=O)c1cccnc1,1.0
200,"CHEMBL573::Niacin::Nicotinic Acid::[5, 6-3H]-niacin::pyridine-3-carboxylic acid::wampocap",HM74 nicotinic acid GPCR,Homo sapiens,OC(=O)c1cccnc1,1.0
201,"2-(3,4-dihydroxyphenyl)acetic acid::2-[3,4-bis(oxidanyl)phenyl]ethanoic acid::3,4-Dihydroxyphenylacetate, XV::3,4-Dihydroxyphenylacetic acid::MLS001056737::SMR000326727::cid_547",Intestinal alkaline phosphatase,Homo sapiens,OC(=O)C(Cc1ccc(c(c1)O)O)O,0.96
202,"2-(3,4-dihydroxyphenyl)acetic acid::2-[3,4-bis(oxidanyl)phenyl]ethanoic acid::3,4-Dihydroxyphenylacetate, XV::3,4-Dihydroxyphenylacetic acid::MLS001056737::SMR000326727::cid_547",Alkaline phosphatase placental-like,Homo sapiens,OC(=O)C(Cc1ccc(c(c1)O)O)O,0.96
203,"2-(3,4-dihydroxyphenyl)acetic acid::2-[3,4-bis(oxidanyl)phenyl]ethanoic acid::3,4-Dihydroxyphenylacetate, XV::3,4-Dihydroxyphenylacetic acid::MLS001056737::SMR000326727::cid_547","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,OC(=O)C(Cc1ccc(c(c1)O)O)O,0.96
204,"CHEMBL1162490::Latifolicinin C Acid::p-Hydroxyphenyl lactic acid, L-",Solute carrier family 22 member 6,Mus musculus,OC(=O)C(Cc1ccc(cc1)O)O,1.0
205,"CHEMBL1162490::Latifolicinin C Acid::p-Hydroxyphenyl lactic acid, L-",Solute carrier family 22 member 20,Mus musculus,OC(=O)C(Cc1ccc(cc1)O)O,1.0
206,DL-indole-3-lactic acid,Kynurenine Aminotransferase 1/Glutamine Transaminase K,Homo sapiens,OC(=O)C(Cc1c[nH]c2c1cccc2)O,1.0
207,5-Hydroxyindolacetic Acid::CHEBI:27823::CHEMBL395915,Uracil nucleotide/cysteinyl leukotriene receptor,Homo sapiens,OC(=O)C(Cc1c[nH]c2c1cc(O)cc2)O,0.9117647058823529
208,"(2S)-2-aminopropanoic acid::(S)-2-aminopropanoic acid::(S)-alanine::Ala::CHEMBL279597::L-Alanin::L-alanine::L-alpha-alanine::US11021454, Compound L-ala",Xanthine dehydrogenase,Homo sapiens,CC(C(=O)O)N,1.0
209,(2R)-2-aminopropanoic acid::(R)-2-aminopropanoic acid::(R)-alanine::CHEMBL66693::D-Alanin::D-alanine::D-alpha-alanine::D-alpha-aminopropionic acid,Proton-coupled amino acid transporter 1,Homo sapiens,CC(C(=O)O)N,1.0
210,"(2S)-2-aminopropanoic acid::(S)-2-aminopropanoic acid::(S)-alanine::Ala::CHEMBL279597::L-Alanin::L-alanine::L-alpha-alanine::US11021454, Compound L-ala",Proton-coupled amino acid transporter 1,Homo sapiens,CC(C(=O)O)N,1.0
211,"US9138393, L-Asparigine::US9144538, L-Asparigine",Cytochrome P450 3A4,Homo sapiens,NC(=O)C[C@@H](C(=O)O)N,1.0
212,"US9138393, L-Asparigine::US9144538, L-Asparigine",Cytochrome P450 3A4,Homo sapiens,NC(=O)C[C@@H](C(=O)O)N,1.0
213,GLUTATHIONE::GSH,Glutathione S-transferase kappa 1,Homo sapiens,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1.0
214,GLUTATHIONE::GSH,Histone-lysine N-methyltransferase EHMT1,Homo sapiens,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1.0
215,CAS_595::CAS_67678::D-cystine::L-cystine::NSC_595::NSC_67678,Sodium-dependent serotonin transporter,Homo sapiens,NC(C(=O)O)CSSCC(C(=O)O)N,1.0
216,CAS_595::CAS_67678::D-cystine::L-cystine::NSC_595::NSC_67678,5-hydroxytryptamine receptor 1B,Homo sapiens,NC(C(=O)O)CSSCC(C(=O)O)N,1.0
217,CAS_595::CAS_67678::D-cystine::L-cystine::NSC_595::NSC_67678,5-hydroxytryptamine receptor 1B,Homo sapiens,NC(C(=O)O)CSSCC(C(=O)O)N,1.0
218,CAS_5862::L-cysteine::NSC_5862,Sodium-dependent serotonin transporter,Homo sapiens,N[C@H](C(=O)O)CS,1.0
219,CAS_5862::L-cysteine::NSC_5862,5-hydroxytryptamine receptor 1B,Homo sapiens,N[C@H](C(=O)O)CS,1.0
220,CAS_5862::L-cysteine::NSC_5862,5-hydroxytryptamine receptor 1D,Homo sapiens,N[C@H](C(=O)O)CS,1.0
221,(2S)-2-amino-3-(1H-imidazol-4-yl)propanoic acid::Histidine::Imidazole C-4(5) deriv. 5::L-2-Amino-3-(4-imidazolyl)propionic acid::L-Histidine,Glutaminyl Cyclase,Homo sapiens,N[C@H](C(=O)O)Cc1cnc[nH]1,1.0
222,CAS_71-00-1::Histidine::NSC_773,HRH3,Rattus,N[C@H](C(=O)O)Cc1cnc[nH]1,1.0
223,CHEBI:18344::Kynurenic Acid::TRANSTORINE,G-protein coupled receptor 35,Homo sapiens,OC(=O)c1cc(=O)c2c([nH]1)cccc2,1.0
224,CHEBI:18344::Kynurenic Acid::TRANSTORINE,G-protein coupled receptor 35,Homo sapiens,OC(=O)c1cc(=O)c2c([nH]1)cccc2,1.0
225,CHEBI:18344::Kynurenic Acid::TRANSTORINE,G-protein coupled receptor 35,Homo sapiens,OC(=O)c1cc(=O)c2c([nH]1)cccc2,1.0
226,OXINDOLE,Chymase,Homo sapiens,O=C1Cc2c(N1)cccc2,1.0
227,"US9006454, I61",Dihydroorotate dehydrogenase,Homo sapiens,OC(=O)c1c[nH]c2c1cccc2,0.92
228,CHEMBL1760016,Inhibitor of nuclear factor kappa-B kinase subunit beta,Homo sapiens,OC(=O)c1c[nH]c2c1cccc2,0.92
229,5-Hydroxyindolacetic Acid::CHEBI:27823::CHEMBL395915,Uracil nucleotide/cysteinyl leukotriene receptor,Homo sapiens,OC(=O)Cc1c[nH]c2c1cc(O)cc2,1.0
230,(Z)-3-(azulen-1-ylmethylene)-5-methylindolin-2-one::CHEMBL1257682,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,O=C1Nc2c(C1C)cccc2,0.8571428571428571
231,(E)-3-((3-methylazulen-1-yl)methylene)indolin-2-one::CHEMBL1257683,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,O=C1Nc2c(C1C)cccc2,0.8571428571428571
232,(Z)-3-((3-methylazulen-1-yl)methylene)indolin-2-one::CHEMBL1257803,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,O=C1Nc2c(C1C)cccc2,0.8571428571428571
233,"(phosphonoformate)Trisodium phosphonoformate::Antiviral agent : Inhibitor of reverse transcriptase of Human T-cell lymphotropic, virus type III, useful in the treatment of HSV-1 infections::CHEMBL754::EHB-776::FOSCARNET SODIUM::Foscarnet::Foscavir::phosphonoformate trisodium salt::trisodium dioxidophosphinecarboxylate oxide::trisodium dioxidophosphinecarboxylate oxide with 6 molecules of water(foscarnet)::trisodium phosphonoformate",Carbonic anhydrase 4,Homo sapiens,CC(=O)OP(=O)([O-])[O-],0.8095238095238095
234,"(phosphonoformate)Trisodium phosphonoformate::Antiviral agent : Inhibitor of reverse transcriptase of Human T-cell lymphotropic, virus type III, useful in the treatment of HSV-1 infections::CHEMBL754::EHB-776::FOSCARNET SODIUM::Foscarnet::Foscavir::phosphonoformate trisodium salt::trisodium dioxidophosphinecarboxylate oxide::trisodium dioxidophosphinecarboxylate oxide with 6 molecules of water(foscarnet)::trisodium phosphonoformate",Carbonic anhydrase 9,Homo sapiens,CC(=O)OP(=O)([O-])[O-],0.8095238095238095
235,"(phosphonoformate)Trisodium phosphonoformate::Antiviral agent : Inhibitor of reverse transcriptase of Human T-cell lymphotropic, virus type III, useful in the treatment of HSV-1 infections::CHEMBL754::EHB-776::FOSCARNET SODIUM::Foscarnet::Foscavir::phosphonoformate trisodium salt::trisodium dioxidophosphinecarboxylate oxide::trisodium dioxidophosphinecarboxylate oxide with 6 molecules of water(foscarnet)::trisodium phosphonoformate",Carbonic anhydrase 2,Homo sapiens,CC(=O)OP(=O)([O-])[O-],0.8095238095238095
236,"CHEMBL181886::Natriumpyruvat::Pyruvate::pyruvic acid, sodium salt::sodium 2-oxopropanoate::sodium pyruvate",Carbonic anhydrase 2,Homo sapiens,CC(=O)C(=O)[O-],1.0
237,"CHEMBL181886::Natriumpyruvat::Pyruvate::pyruvic acid, sodium salt::sodium 2-oxopropanoate::sodium pyruvate",Carbonic anhydrase 9,Homo sapiens,CC(=O)C(=O)[O-],1.0
238,"CHEMBL181886::Natriumpyruvat::Pyruvate::pyruvic acid, sodium salt::sodium 2-oxopropanoate::sodium pyruvate",Carbonic anhydrase 4,Homo sapiens,CC(=O)C(=O)[O-],1.0
239,CHEMBL71115,Prostaglandin E synthase,Homo sapiens,Oc1ccc2c(c1)oc(=O)c1c2cc(O)cc1,0.96
240,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-chromen-4-one::Apigenin::Apigenin (2)::Apigenin (3)::Apigenin (7)::Apigenin, 13::CHEMBL28::Naringenin, 18::US10278929, Apigenin::cid_5280443::jm5b01461, Compound 90",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
241,"5,7-dihydroxy-2-phenyl-4H-chromen-4-one::5,7-dihydroxy-2-phenyl-chromen-4-one::5,7-dihydroxyflavone::CHEMBL117::chrysin::cid_5281607",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
242,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-chromen-4-one::Apigenin::Apigenin (2)::Apigenin (3)::Apigenin (7)::Apigenin, 13::CHEMBL28::Naringenin, 18::US10278929, Apigenin::cid_5280443::jm5b01461, Compound 90",Casein kinase II subunit alpha,Homo sapiens,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,1.0
243,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-chromen-4-one::Apigenin::Apigenin (2)::Apigenin (3)::Apigenin (7)::Apigenin, 13::CHEMBL28::Naringenin, 18::US10278929, Apigenin::cid_5280443::jm5b01461, Compound 90",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,1.0
244,"5,7-dihydroxy-2-phenyl-4H-chromen-4-one::5,7-dihydroxy-2-phenyl-chromen-4-one::5,7-dihydroxyflavone::CHEMBL117::chrysin::cid_5281607",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,1.0
245,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-chromen-4-one::Apigenin::Apigenin (2)::Apigenin (3)::Apigenin (7)::Apigenin, 13::CHEMBL28::Naringenin, 18::US10278929, Apigenin::cid_5280443::jm5b01461, Compound 90",Casein kinase II subunit alpha,Homo sapiens,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,1.0
246,CHEMBL4214983,L-lactate dehydrogenase A chain,Homo sapiens,OCC1(CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H](O)C[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)C[C@@H](O)[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O[C@@H]1OC[C@]([C@H]1O)(O)CO)O)O)O)C)C,0.9821428571428571
247,1-butanol::1-butanol-d10::CHEMBL14245,Choline Acetyltransferase,Rattus,CCO,0.5625
248,CHEMBL1357::SODIUM LACTATE::Sodium; 2-hydroxy-propionate,Carbonic Anhydrase VA,Homo sapiens,[O-]C(=O)[C@@H](O)C,1.0
249,CHEMBL1357::SODIUM LACTATE::Sodium; 2-hydroxy-propionate,Carbonic anhydrase 2,Homo sapiens,[O-]C(=O)[C@@H](O)C,1.0
250,CHEMBL1357::SODIUM LACTATE::Sodium; 2-hydroxy-propionate,Carbonic anhydrase 9,Homo sapiens,[O-]C(=O)[C@@H](O)C,1.0
251,CHEMBL183491::Sodium; formate::sodium formate,Carbonic anhydrase 2,Homo sapiens,[O-]C=O,1.0
252,CHEMBL183491::Sodium; formate::sodium formate,Carbonic anhydrase 9,Homo sapiens,[O-]C=O,1.0
253,CHEMBL183491::Sodium; formate::sodium formate,Carbonic anhydrase 4,Homo sapiens,[O-]C=O,1.0
254,3-hydroxy-7-o-beta-glucose-8-prenyl-4'-methoxy Chrysin::CHEMBL498485::Icaritin,"cGMP-specific 3',5'-cyclic phosphodiesterase",Homo sapiens,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O)O,1.0
255,3-hydroxy-7-o-beta-glucose-8-prenyl-4'-methoxy Chrysin::CHEMBL498485::Icaritin,Lysine-specific histone demethylase 1A,Homo sapiens,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O)O,1.0
256,CHEMBL3810179,Protein-tyrosine phosphatase 1B,Homo sapiens,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O)O,1.0
257,CHEMBL497293::Icariside II,"cGMP-specific 3',5'-cyclic phosphodiesterase",Homo sapiens,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,1.0
258,CHEBI:82619::CHEMBL560116,Lysine-specific histone demethylase 1A,Homo sapiens,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,1.0
259,CHEBI:82619::CHEMBL560116,"3',5'-cyclic phosphodiesterase",Homo sapiens,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,1.0
260,CHEMBL183495::SO4(2-)::SODIUM SULFATE::sulfate::sulfate ion,Carbonic anhydrase 1,Homo sapiens,[O-]S(=O)(=O)[O-],1.0
261,CHEMBL183495::SO4(2-)::SODIUM SULFATE::sulfate::sulfate ion,Carbonic anhydrase 2,Homo sapiens,[O-]S(=O)(=O)[O-],1.0
262,CHEMBL183495::SO4(2-)::SODIUM SULFATE::sulfate::sulfate ion,Carbonic anhydrase 4,Homo sapiens,[O-]S(=O)(=O)[O-],1.0
263,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid::DOPA::L-DOPA",Epidermal growth factor receptor,Homo sapiens,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,1.0
264,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid::DOPA::L-DOPA",D(4) dopamine receptor,Homo sapiens,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,1.0
265,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid::DOPA::L-DOPA",D(2) dopamine receptor,Homo sapiens,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,1.0
266,"7,4&#8242;-Dihydroxy-isoflavone (3a)::7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL8145::Daidzein::US8552057, 7",Alpha-amylase,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O,1.0
267,"7,4&#8242;-Dihydroxy-isoflavone (3a)::7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL8145::Daidzein::US8552057, 7",12-Lipoxygenase (12-LOX),Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O,1.0
268,"7,4&#8242;-Dihydroxy-isoflavone (3a)::7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL8145::Daidzein::US8552057, 7",Arachidonate 15-lipoxygenase,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O,1.0
269,CHEMBL1357::SODIUM LACTATE::Sodium; 2-hydroxy-propionate,Carbonic Anhydrase VA,Homo sapiens,[O-]C(=O)C(O)C,1.0
270,CHEMBL1357::SODIUM LACTATE::Sodium; 2-hydroxy-propionate,Carbonic anhydrase 2,Homo sapiens,[O-]C(=O)C(O)C,1.0
271,CHEMBL1357::SODIUM LACTATE::Sodium; 2-hydroxy-propionate,Carbonic anhydrase 9,Homo sapiens,[O-]C(=O)C(O)C,1.0
272,(+)-secoisolariciresinol::CHEMBL368347,Cytochrome P450 3A4,Homo sapiens,OC[C@@H]([C@@H](Cc1cccc(c1)O)CO)Cc1cccc(c1)O,0.7741935483870968
273,PYRIDOXAL,Aldehyde oxidase,Homo sapiens,OCc1cnc(c(c1C(=O)O)O)C,0.9117647058823529
274,Malate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC(=O)CC(C(=O)O)O,1.0
275,"2-hydroxypropane-1,2,3-tricarboxylic acid::CHEMBL1261::CITRIC ACID::Citrate::Citric Acid::Fragment 2::cid_311",Proto-oncogene tyrosine-protein kinase Src (aa 145-252),Homo sapiens,OC(=O)C(CC(=O)O)(CC(=O)O)O,1.0
276,"2-hydroxypropane-1,2,3-tricarboxylic acid::CHEMBL1261::CITRIC ACID::Citrate::Citric Acid::Fragment 2::cid_311",perilipin-1,Homo sapiens,OC(=O)C(CC(=O)O)(CC(=O)O)O,1.0
277,"2-hydroxypropane-1,2,3-tricarboxylic acid::CHEMBL1261::CITRIC ACID::Citrate::Citric Acid::Fragment 2::cid_311",perilipin-5,Homo sapiens,OC(=O)C(CC(=O)O)(CC(=O)O)O,1.0
278,CHEMBL2338331::L-Isocitrate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC[C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,0.75
279,(2R)-2-amino-3-hydroxypropanoic acid::CHEMBL285123::D-Serine,Proton-coupled amino acid transporter 1,Homo sapiens,OC[C@@H](C(=O)O)N,1.0
280,(L)-SERINE::Serine,Proton-coupled amino acid transporter 1,Homo sapiens,OC[C@@H](C(=O)O)N,1.0
281,(2R)-2-amino-3-hydroxypropanoic acid::CHEMBL285123::D-Serine,"Glutamate receptor ionotropic, NMDA 1",Rattus,OC[C@@H](C(=O)O)N,1.0
282,D-PROLINE,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)[C@@H]1CCCN1,1.0
283,(-)-(S)-proline::(-)-2-pyrrolidinecarboxylic acid::(-)-proline::(2S)-pyrrolidine-2-carboxylic acid::(S)-2-carboxypyrrolidine::(S)-2-pyrrolidinecarboxylic acid::(S)-pyrrolidine-2-carboxylic acid::CHEMBL54922::L-(-)-proline::L-Prolin::L-alpha-pyrrolidinecarboxylic acid::L-proline::L-pyrrolidine-2-carboxylic acid::prolina::prolinum,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)[C@@H]1CCCN1,1.0
284,(-)-(S)-proline::(-)-2-pyrrolidinecarboxylic acid::(-)-proline::(2S)-pyrrolidine-2-carboxylic acid::(S)-2-carboxypyrrolidine::(S)-2-pyrrolidinecarboxylic acid::(S)-pyrrolidine-2-carboxylic acid::CHEMBL54922::L-(-)-proline::L-Prolin::L-alpha-pyrrolidinecarboxylic acid::L-proline::L-pyrrolidine-2-carboxylic acid::prolina::prolinum,Angiotensin-converting enzyme,Homo sapiens,OC(=O)[C@@H]1CCCN1,1.0
285,2-aminoacetic acid::CHEMBL773::Glycine::[14C]Glycine,Serine racemase,Homo sapiens,NCC(=O)O,1.0
